notation;title;description
1;Abbildungen;
2;Überschriften;
3;Grafische Darstellung/Tabelle;
4;Gliederungspunkte;
5;Literarischer Text;
6;Dramatischer Text;
7;Lyrischer Text;
8;Prosaischer/erzählender Text;
9;Sachtext;
10;Sachtext kontinuierlich;
11;Sachtext tlw. diskontinuierlich;
12;Sachtext diskontinuierlich;
13;Audiosequenz: monologisch;
14;Audiosequenz: dialogisch;
15;Textauszug/-fragment;
16;isoliertes Satzmaterial;
17;isoliertes Wortmaterial;
