notation;title;description
1;Fragestellung;
2;Hypothese;
3;Untersuchungsdesign;
4;Datenauswertung;
5;Funktionalität;
6;Modellanwendung;
7;Grenzen;
8;Eigenschaften nat.w. Wissens;
9;Eigenschaften nat.w. Wissens;
10;Entwicklung nat.w. Wissens;
