notation;title;description
1;in Bearbeitung;
2;fertig für Pilotierung;
3;pilotiert/normiert;
4;in Test verwendet (öffentlich);
5;in Test verwendet (nicht öffentlich);
6;Ankeraufgabe;
7;veröffentlicht;
8;ausgeschlossen/verworfen;
