notation;title;description
1;Brief;
2;Broschüre/Flyer;
3;Fabel;
4;Fahrplan;
5;Interview;
6;Karte;
7;Kurzgeschichte;
8;Lexikon/Sachbuchtext;
9;Märchen;
10;Phantastische Geschichte;
11;Wissenssendung (Radio);
12;sonstige;
