notation;title;description
1;GA - Geschlossen Ankreuzen;
2;GK - Geschlossen Kodieren;
3;0/1 - Einfach dichotom;
4;1+ - Mehrere Variablen und/oder Codes;
5;PL - Produktive Leistung;
