notation;title;description
1;Bio: System;
2;Bio: Struktur+F.;
3;Bio: Entwicklung;
4;Ch: Stoff/Teilchen;
5;Ch: Struktur/Eig.;
6;Ch: chemische R.;
7;Ph: Materie;
8;Ph: Wechselw.;
9;Ph: System;
10;Ph: Energie;
