notation;title;description
1;unverändert/authentisch;;9442b015-8423-4f79-8880-990264a73319
2;Inhalt verändert;;2fc77080-2d06-457b-bf8d-e0b5c09b6063
3;Formatierung verändert;;24728afe-173b-48c8-aee6-90990ad1288c
4;einzelne Worte geändert;;d88694d0-e2b8-46dc-85cb-f4c3ae2ddc87
5;gekürzt;;e12b2d5e-344b-4608-bc7e-0eaa994cb327
6;Struktur geändert;;90db8497-7091-4188-8c54-c4db901e5c12
