notation;title;description
1;Beobachten;;a39da2a5-4000-11ee-9e76-484d7ea9e46c
2;Vergleichen;;a39da2a6-4000-11ee-8609-484d7ea9e46c
3;Ordnen;;a39da2a7-4000-11ee-9af7-484d7ea9e46c
4;Experimentieren;;a39da2a8-4000-11ee-91d7-484d7ea9e46c
