notation;title;description
1;erzählen;;b0c3865d-ddec-4db7-8206-d5386308a924
2;berichten;;a03a62f7-14cb-45b3-8695-9e4d5792eee9
3;beschreiben;;0a0b6c82-af3b-4f8b-8bd6-86cbf3baecd8
4;argumentieren;;d43af5c6-febc-474d-8a66-2010213457cd
5;Texte zus.fassen;;37bc183d-9b83-4826-9418-b7262f9ff1d0
