notation;title;description
1;1. Sprechen und Zuhören;;503af91a-c30d-4fa3-ae9b-b8ceee4e478b
2;2. Schreiben;;e039602d-de99-4da5-bc49-cef09b7ff4d8
3;3. Lesen;;530a1e3f-2957-48f2-8b42-c2e4f67878ed
4;4. Sprache und Sprachgebrauch;;9de83fc8-8242-4ed5-9549-9b3b1cdd3597
5;5. Rechtschreibung;;35932db8-d6ed-46a5-b7ab-c09bcb259918
