notation;title;description
1;keine;;a392ebf3-4000-11ee-b4ab-484d7ea9e46c
2;wenig;;a392ebf4-4000-11ee-8695-484d7ea9e46c
3;viel;;a392ebf5-4000-11ee-a26f-484d7ea9e46c
