notation;title;description
1;überwiegend männlich;;e8004899-98b7-4bff-985e-1a86016f6a01
2;überwiegend weiblich;;ac4b3e6c-c7ea-41c4-a9db-dfb74dd0b763
3;gemischt;;adc204bc-6180-4b2d-93ce-411cc3df5fbb
