notation;title;description
1;Doktorand/in;;a385c09c-4000-11ee-afc6-484d7ea9e46c
2;Mitarbeiter/in;;a385c09d-4000-11ee-8984-484d7ea9e46c
3;Post-Doc;;a385c09e-4000-11ee-96e3-484d7ea9e46c
4;Professor/in;;a385c09f-4000-11ee-9952-484d7ea9e46c
5;Student/in;;a385c0a0-4000-11ee-8171-484d7ea9e46c
