notation;title;description
1;Ökologie und Nachhaltigkeit;;ab8f0d25-78a5-4ebd-8838-18f1b2b8fd61
2;Tierhaltung;;53d9c05c-9b07-43c8-bf07-8ee655596103
3;Gesundheit;;444dca20-6ea8-4173-bd7a-ce82a9c209e5
4;Medizin-, Bio- und Gentechnik;;90f0a924-0f24-4457-905b-7d3f7c78cf6e
