notation;title;description
1;Hauptschule;;a33d78b7-4000-11ee-a107-484d7ea9e46c
2;Realschule;;a33d78b8-4000-11ee-a182-484d7ea9e46c
3;Gymnasium;;a33d78b9-4000-11ee-9ad9-484d7ea9e46c
4;FSP Lernen;;a33d78ba-4000-11ee-8f4f-484d7ea9e46c
