notation;title;description
1;1. Zahl;;97255b16-f49c-4eab-8aee-908f6eccfaba
2;2. Messen;;a0ca2290-b8a7-49c5-b0ba-dcd8ee2a1df1
3;3. Raum und Form;;7c055156-53e0-4741-9210-8c24ef25e72f
4;4. Funktionaler Zusammenhang;;543eca04-28b1-4069-b577-3d4e9fa3f7a2
5;5. Daten und Zufall;;b46c07ba-8772-4a32-a66f-bfc0962a9b7d
