notation;title;description
1;unverändert;;a354ae63-4000-11ee-b585-484d7ea9e46c
2;einzelne Worte geändert;;a354ae64-4000-11ee-a604-484d7ea9e46c
3;Formatierung verändert;;a354ae65-4000-11ee-8ac6-484d7ea9e46c
4;gekürzt;;a354ae66-4000-11ee-979d-484d7ea9e46c
5;Inhalt verändert;;a354ae67-4000-11ee-b8db-484d7ea9e46c
6;Struktur geändert;;a354ae68-4000-11ee-981c-484d7ea9e46c
7;neu verfasst;;a354ae69-4000-11ee-a2ab-484d7ea9e46c
