notation;title;description
1;sehr gering;;a342d812-4000-11ee-a11e-484d7ea9e46c
2;gering;;a342d813-4000-11ee-a5e0-484d7ea9e46c
3;mittel;;a342d814-4000-11ee-84ed-484d7ea9e46c
4;hoch;;a342d815-4000-11ee-8650-484d7ea9e46c
5;sehr hoch;;a342d816-4000-11ee-a0a1-484d7ea9e46c
