notation;title;description
1;diskontinuierlich;;a3609427-4000-11ee-92d3-484d7ea9e46c
2;kontinuierlich;;a3609428-4000-11ee-9bdc-484d7ea9e46c
3;teilweise diskontinuierlich;;a3609429-4000-11ee-b93d-484d7ea9e46c
