notation;title;description
1;geschlossen;;a50dbfc6-2b79-4438-9083-300afacf089b
2;halboffen;;1535b389-f1ef-4e57-bb1e-9deab09d98ac
3;offen;;c8149969-2bc4-4805-8ace-f08ee871eef1
