notation;title;description
1;Sprache/Fachsprache;;bb6ba81a-1687-4d17-ad00-bf475f12b5a1
2;Darstellungsformen;;fcf8f847-7740-413d-8dca-f80d80bfdd1d
3;Adressatenbezug/Sachbezug;;f1f78505-6c60-448a-9f60-a455f1db0752
