notation;title;description
1;Zahl (L1);;a312023a-a6a9-469e-b377-aef7135841de
2;Messen (L2);;30ef8212-3cf5-4036-82f5-7a6f25b58fea
3;Raum und Form (L3);;c4e4686b-b010-4759-abd4-0a13ba72b790
4;Funktionaler Zusammenhang (L4);;ddc26c9d-fd09-435f-bb26-458cd12def03
5;Daten und Zufall (L5);;b4963598-c243-45ba-bdc9-8b518d22e235
