notation;title;description
1;CD;;28aaa328-944b-4871-bdbe-07d6b70bdfef
2;Gastrechnen;;8e1e99e4-105f-4c8e-be44-155a4a365064
3;Fernrechnen;;bda24bf9-b1b0-4821-a93c-db93fdd6fe0f
4;keine (Daten liegen vor);;6be6e531-c529-454f-b3e5-0e8f1ab355e0
