notation;title;description
1;Audio Monolog;;a37e062f-4000-11ee-b759-484d7ea9e46c
2;Audio Dialog;;a37e0630-4000-11ee-8dfa-484d7ea9e46c
3;Text Monolog;;a37e0631-4000-11ee-b6be-484d7ea9e46c
4;Text Dialog;;a37e0632-4000-11ee-a6ce-484d7ea9e46c
5;Grafik;;a37e0633-4000-11ee-b1b1-484d7ea9e46c
6;Diagramm und Tabelle;;a37e0634-4000-11ee-b641-484d7ea9e46c
